unix_time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown,
46330.7891385833,,,,,,,,,,,-94.8503265381,-129.8305816650,224.3035278320,,,,,,,,,,,,,,
46330812.3012917,0.0194854736,-0.6313323975,-0.7320861816,,,,,,,,,,,,,,,,,,,,,,,,
46330890.2235,,,,,-0.1237815969,0.3297848304,-0.0440063402,,,,,,,,,,,,,,,,,,,,
46330.8901696667,,,,,,,,,,,-93.6731109619,-131.0078125000,224.1400451660,,,,,,,,,,,,,,
46330915.774125,0.0392761230,-0.6977386475,-0.8082275391,,,,,,,,,,,,,,,,,,,,,,,,
46330991.3514583,,,,,0.0115698370,-0.1114703359,0.1133377444,,,,,,,,,,,,,,,,,,,,
46330.9912717917,,,,,,,,,,,-92.4958801270,-133.5304260254,226.5923309326,,,,,,,,,,,,,,
46331020.4748333,0.0658264160,-0.6415863037,-0.6881103516,,,,,,,,,,,,,,,,,,,,,,,,
46331092.0697917,,,,,-0.1465361779,0.0459086361,-0.1279161545,,,,,,,,,,,,,,,,,,,,
46331.0920003333,,,,,,,,,,,-94.5139770508,-133.5304260254,228.5541687012,,,,,,,,,,,,,,
46331125.7657083,0.0733337402,-0.8988647461,-0.8355407715,,,,,,,,,,,,,,,,,,,,,,,,
46331193.132125,,,,,0.3174112514,0.1271949705,-0.1933287172,,,,,,,,,,,,,,,,,,,,
46331.19305,,,,,,,,,,,-98.2138214111,-132.5213775635,231.1699676514,,,,,,,,,,,,,,
46331230.1920833,0.0244750977,-0.9323577881,-0.5435638428,,,,,,,,,,,,,,,,,,,,,,,,
46331293.4227083,,,,,0.5274507718,-0.2711225821,0.1633220823,,,,,,,,,,,,,,,,,,,,
46331.2934040417,,,,,,,,,,,-101.7454681396,-132.0168609619,233.9492340088,,,,,,,,,,,,,,
1451522725999.89,,,,,,,,,,,,,,52.493076394361,13.385667605338,111.09375,8.84000015258789,36.7634887695312,10.0,3.0,,,,,,,
46331335.45275,0.1590728760,-0.9135589600,-0.2712249756,,,,,,,,,,,,,,,,,,,,,,,,
46331393.9727083,,,,,0.0929563063,0.1531123216,-0.0844048960,,,,,,,,,,,,,,,,,,,,
46331.39389675,,,,,,,,,,,-102.5863494873,-131.1759796143,232.4778594971,,,,,,,,,,,,,,
46331440.7246667,-0.0256042480,-0.9716491699,-0.4064941406,,,,,,,,,,,,,,,,,,,,,,,,
46331495.0299167,,,,,0.0011978899,0.2238599949,-0.0530866542,,,,,,,,,,,,,,,,,,,,
46331.4949506667,,,,,,,,,,,-102.7545166016,-128.6533660889,231.6604156494,,,,,,,,,,,,,,
46331545.1942083,0.0718231201,-0.8489379883,-0.3914794922,,,,,,,,,,,,,,,,,,,,,,,,
46331596.0917083,,,,,0.0335995056,-0.0651776719,-0.1219685169,,,,,,,,,,,,,,,,,,,,
46331.59601975,,,,,,,,,,,-102.2500000000,-131.1759796143,233.1318054199,,,,,,,,,,,,,,
46331650.4579583,0.1315612793,-0.9762420654,-0.4051361084,,,,,,,,,,,,,,,,,,,,,,,,
46331697.143375,,,,,-0.2062932517,-0.0809031055,-0.0827026034,,,,,,,,,,,,,,,,,,,,
46331.6970670833,,,,,,,,,,,-102.9226989746,-129.8305816650,233.4587707520,,,,,,,,,,,,,,
46331754.3789583,0.0762481689,-0.9754028320,-0.4925842285,,,,,,,,,,,,,,,,,,,,,,,,
46331798.231375,,,,,0.1326379391,0.0332098851,0.1623116790,,,,,,,,,,,,,,,,,,,,
46331.798107375,,,,,,,,,,,-103.7635650635,-126.2989196777,229.3716125488,,,,,,,,,,,,,,
46331859.6739167,-0.0145721436,-0.9699096680,-0.4074249268,,,,,,,,,,,,,,,,,,,,,,,,
46331899.23125,,,,,0.0480879009,0.1158411158,-0.1550641524,,,,,,,,,,,,,,,,,,,,
46331.8991502083,,,,,,,,,,,-102.2500000000,-129.4942321777,226.5923309326,,,,,,,,,,,,,,
46331964.85175,0.1025238037,-0.8063049316,-0.4765930176,,,,,,,,,,,,,,,,,,,,,,,,
46331999.9780417,,,,,-0.4981458798,-0.2170923699,-0.1578210567,,,,,,,,,,,,,,,,,,,,
46331.9998792083,,,,,,,,,,,-97.2047729492,-131.5123291016,225.2844390869,,,,,,,,,,,,,,
46332070.1742083,0.0437622070,-0.9073638916,-0.6166992188,,,,,,,,,,,,,,,,,,,,,,,,
46332100.3835417,,,,,0.1599063119,0.0963289335,0.0865356912,,,,,,,,,,,,,,,,,,,,
46332.1002937917,,,,,,,,,,,-96.8684234619,-134.5394744873,224.9574737549,,,,,,,,,,,,,,
46332175.6486667,-0.0253753662,-0.8591766357,-0.5111083984,,,,,,,,,,,,,,,,,,,,,,,,
46332201.4335417,,,,,0.0593506754,0.0030671626,-0.2851928611,,,,,,,,,,,,,,,,,,,,
46332.2013425417,,,,,,,,,,,-98.2138214111,-134.2031250000,227.5732574463,,,,,,,,,,,,,,
46332280.099625,0.0484313965,-0.8069458008,-0.4255371094,,,,,,,,,,,,,,,,,,,,,,,,
46332302.4697083,,,,,-0.1326981266,0.2295461102,0.0564600804,,,,,,,,,,,,,,,,,,,,
46332.3023874583,,,,,,,,,,,-97.8774719238,-134.8758239746,229.8620605469,,,,,,,,,,,,,,
1451522726999.89,,,,,,,,,,,,,,52.4930444174004,13.3858336508399,110.0390625,10.4899997711182,36.739013671875,10.0,3.0,,,,,,,
46332385.3405417,0.0818634033,-0.8958282471,-0.7709655762,,,,,,,,,,,,,,,,,,,,,,,,
46332403.573375,,,,,0.2163669249,0.0801374467,-0.0804596892,,,,,,,,,,,,,,,,,,,,
46332.4034477083,,,,,,,,,,,-98.0456390381,-133.0258941650,229.0446319580,,,,,,,,,,,,,,
46332490.4889583,0.0465545654,-0.8284759521,-0.4642944336,,,,,,,,,,,,,,,,,,,,,,,,
46332504.5972083,,,,,0.0897490614,0.0379950530,-0.1210784884,,,,,,,,,,,,,,,,,,,,
46332.5045,,,,,,,,,,,-98.5501556396,-132.5213775635,228.8811492920,,,,,,,,,,,,,,
46332594.8859167,0.1550750732,-0.8626098633,-0.4664916992,,,,,,,,,,,,,,,,,,,,,,,,
46332605.6889167,,,,,-0.0538187572,0.3915139750,0.1967029423,,,,,,,,,,,,,,,,,,,,
46332.6056421667,,,,,,,,,,,-97.2047729492,-132.8577270508,229.2081146240,,,,,,,,,,,,,,
46332700.1316667,0.1974639893,-0.9632873535,-0.6179046631,,,,,,,,,,,,,,,,,,,,,,,,
46332706.7837083,,,,,0.0928356651,0.2133937718,0.1342725874,,,,,,,,,,,,,,,,,,,,
46332.706695125,,,,,,,,,,,-96.8684234619,-133.5304260254,229.8620605469,,,,,,,,,,,,,,
46332805.211375,0.0331420898,-0.8606109619,-0.5503387451,,,,,,,,,,,,,,,,,,,,,,,,
46332807.8292917,,,,,0.0586654441,0.2696064445,-0.1207810133,,,,,,,,,,,,,,,,,,,,
46332.8077412083,,,,,,,,,,,-98.2138214111,-132.5213775635,232.8048248291,,,,,,,,,,,,,,
46332908.8343333,,,,,0.3662198036,-0.3320735511,0.0709013377,,,,,,,,,,,,,,,,,,,,
46332908.8918333,0.0277862549,-0.9463653564,-0.5265197754,,,,,,,,,,,,,,,,,,,,,,,,
46332.9087708333,,,,,,,,,,,-101.2409515381,-132.5213775635,233.7857513428,,,,,,,,,,,,,,
46333009.859375,,,,,0.5459938298,-0.0204490824,-0.2184204884,,,,,,,,,,,,,,,,,,,,
46333013.778375,0.0641479492,-0.8630218506,-0.5770721436,,,,,,,,,,,,,,,,,,,,,,,,
46333.009756625,,,,,,,,,,,-101.5773010254,-130.8396301270,234.4396972656,,,,,,,,,,,,,,
46333110.9079167,,,,,0.1755009843,0.1333836242,-0.4229334169,,,,,,,,,,,,,,,,,,,,
46333119.16775,0.0273895264,-0.8394317627,-0.4366302490,,,,,,,,,,,,,,,,,,,,,,,,
46333.1108214583,,,,,,,,,,,-102.4181671143,-132.3531951904,234.6031799316,,,,,,,,,,,,,,
46333211.9749583,,,,,0.5977084235,0.0975859455,-0.0851250148,,,,,,,,,,,,,,,,,,,,
46333.2118805417,,,,,,,,,,,-102.5863494873,-135.2121734619,233.7857513428,,,,,,,,,,,,,,
46333223.8855833,0.0451965332,-0.8621978760,-0.2193756104,,,,,,,,,,,,,,,,,,,,,,,,
46333312.9993333,,,,,0.2865087290,1.1524296985,-0.5141307053,,,,,,,,,,,,,,,,,,,,
1451522727999.89,,,,,,,,,,,,,,52.493010428783,13.3859981037801,110.7421875,11.7399997711182,36.9676513671875,10.0,3.0,,,,,,,
46333.3129190417,,,,,,,,,,,-102.7545166016,-138.0711364746,234.6031799316,,,,,,,,,,,,,,
46333328.8470417,-0.2355194092,-0.9267578125,-0.3023223877,,,,,,,,,,,,,,,,,,,,,,,,
46333413.3562917,,,,,-1.0388797002,0.6798483010,-0.6776972658,,,,,,,,,,,,,,,,,,,,
46333.4133147917,,,,,,,,,,,-98.2138214111,-134.8758239746,232.8048248291,,,,,,,,,,,,,,
46333434.1203333,0.2436370850,-0.9351043701,-0.3422393799,,,,,,,,,,,,,,,,,,,,,,,,
46333514.1559167,,,,,-2.1348573078,1.1169119180,-0.3611978807,,,,,,,,,,,,,,,,,,,,
46333.5140837917,,,,,,,,,,,-98.5501556396,-127.4761505127,233.7857513428,,,,,,,,,,,,,,
46333538.513625,0.2756958008,-0.8305664062,-0.8545837402,,,,,,,,,,,,,,,,,,,,,,,,
46333615.194875,,,,,-1.0184716304,0.2631237778,0.0110212259,,,,,,,,,,,,,,,,,,,,
46333.61512,,,,,,,,,,,-95.6911926270,-120.9173431396,234.6031799316,,,,,,,,,,,,,,
46333643.5486667,0.0160827637,-0.7282257080,-0.8181304932,,,,,,,,,,,,,,,,,,,,,,,,
46333715.5054583,,,,,0.8056781351,-0.1021135857,-0.1881214383,,,,,,,,,,,,,,,,,,,,
46333.7153070417,,,,,,,,,,,-95.6911926270,-122.9354400635,231.0064697266,,,,,,,,,,,,,,
46333748.8164167,0.0724029541,-0.8035430908,-0.3417053223,,,,,,,,,,,,,,,,,,,,,,,,
46333816.2563333,,,,,-1.0121990871,0.2798047536,-0.6272266347,,,,,,,,,,,,,,,,,,,,
46333.816133375,,,,,,,,,,,-96.0275421143,-121.5900421143,231.0064697266,,,,,,,,,,,,,,
46333852.809625,0.5191802979,-0.6206207275,-0.6826477051,,,,,,,,,,,,,,,,,,,,,,,,
46333917.245,,,,,-0.0775589741,-1.3453371037,-0.3570939495,,,,,,,,,,,,,,,,,,,,
46333.9162486667,,,,,,,,,,,-98.0456390381,-117.2175140381,226.7558288574,,,,,,,,,,,,,,
46333957.8912917,0.5241699219,-0.5499725342,-0.8367919922,,,,,,,,,,,,,,,,,,,,,,,,
46334018.3925,,,,,0.8248584876,-1.3628204899,0.4931151685,,,,,,,,,,,,,,,,,,,,
46334.0171675417,,,,,,,,,,,-99.0546875000,-110.4905395508,223.1591186523,,,,,,,,,,,,,,
46334063.0789167,0.1195373535,-0.6906738281,-0.6632385254,,,,,,,,,,,,,,,,,,,,,,,,
46334119.4267083,,,,,-0.3928202555,0.0992791833,-0.2374961786,,,,,,,,,,,,,,,,,,,,
46334.1182056667,,,,,,,,,,,-93.5049285889,-114.0222015381,215.8022308350,,,,,,,,,,,,,,
46334168.2736667,0.2493286133,-0.6385650635,-0.9084320068,,,,,,,,,,,,,,,,,,,,,,,,
46334220.4634167,,,,,-0.2889793436,0.1690582649,0.3729416222,,,,,,,,,,,,,,,,,,,,
46334.2192427917,,,,,,,,,,,-93.1685791016,-119.4037780762,219.7259063721,,,,,,,,,,,,,,
46334273.4810833,0.0578613281,-0.5881347656,-0.8048553467,,,,,,,,,,,,,,,,,,,,,,,,
1451522728999.89,,,,,,,,,,,,,,52.4930391661388,13.3862989518821,106.145668029785,15.2299995422363,36.6356201171875,10.0,3.0,,,,,,,
46334321.5079583,,,,,1.0226866155,-0.4457159611,0.2654271458,,,,,,,,,,,,,,,,,,,,
46334.3203057917,,,,,,,,,,,-93.8412780762,-121.0855255127,221.6877441406,,,,,,,,,,,,,,
46334378.1205417,0.2045440674,-0.3852691650,-0.7566223145,,,,,,,,,,,,,,,,,,,,,,,,
46334422.5502917,,,,,-0.2511323624,0.1179428826,0.2379537097,,,,,,,,,,,,,,,,,,,,
46334.4213562917,,,,,,,,,,,-89.8050994873,-115.7039489746,216.4561767578,,,,,,,,,,,,,,
46334483.334375,0.0156402588,-0.1304779053,-1.1940155029,,,,,,,,,,,,,,,,,,,,,,,,
46334523.5879167,,,,,-1.1069724682,0.9032006974,-0.4278019417,,,,,,,,,,,,,,,,,,,,
46334.522398875,,,,,,,,,,,-80.5555114746,-118.5629119873,212.3690032959,,,,,,,,,,,,,,
46334588.5984167,0.1593780518,-0.3933868408,-0.7128906250,,,,,,,,,,,,,,,,,,,,,,,,
46334624.6296667,,,,,-0.1105155926,0.6146991249,0.6852702306,,,,,,,,,,,,,,,,,,,,
46334.623438125,,,,,,,,,,,-83.7508239746,-129.1578826904,215.1482849121,,,,,,,,,,,,,,
46334693.8775833,0.2771453857,-0.5870056152,-0.8801269531,,,,,,,,,,,,,,,,,,,,,,,,
46334725.6754583,,,,,0.9658520946,-0.2893037166,0.6783231086,,,,,,,,,,,,,,,,,,,,
46334.7244766667,,,,,,,,,,,-83.2462921143,-127.9806671143,221.1972808838,,,,,,,,,,,,,,
46334798.437625,0.0752410889,-0.1972656250,-0.6634521484,,,,,,,,,,,,,,,,,,,,,,,,
46334826.7168333,,,,,0.5148873094,-0.1624256623,-0.3955819536,,,,,,,,,,,,,,,,,,,,
46334.82551775,,,,,,,,,,,-82.9099578857,-123.2717895508,215.6387329102,,,,,,,,,,,,,,
46334902.9455417,0.2202148438,-0.4556274414,-1.2177886963,,,,,,,,,,,,,,,,,,,,,,,,
46334927.7528333,,,,,0.1098141160,0.1043165525,0.2026673579,,,,,,,,,,,,,,,,,,,,
46334.92655925,,,,,,,,,,,-83.0781250000,-122.4309234619,214.1673583984,,,,,,,,,,,,,,
46335008.0440417,0.1538696289,-0.6945953369,-1.2614440918,,,,,,,,,,,,,,,,,,,,,,,,
46335028.79275,,,,,0.2370133475,0.7981368618,-0.1960707079,,,,,,,,,,,,,,,,,,,,
46335.0276082083,,,,,,,,,,,-83.5826416016,-128.3170166016,214.9847869873,,,,,,,,,,,,,,
46335112.130625,0.1237945557,-0.4847717285,-0.5983428955,,,,,,,,,,,,,,,,,,,,,,,,
46335129.8295833,,,,,0.0963406514,-0.0292684067,0.1483196969,,,,,,,,,,,,,,,,,,,,
46335.12864975,,,,,,,,,,,-84.4235229492,-129.1578826904,220.3798522949,,,,,,,,,,,,,,
46335216.7220417,0.1326141357,-0.6145782471,-0.9622497559,,,,,,,,,,,,,,,,,,,,,,,,
46335230.857375,,,,,-1.2914560285,0.5680213678,-0.3795667680,,,,,,,,,,,,,,,,,,,,
46335.2297582917,,,,,,,,,,,-81.3963775635,-120.0764770508,223.6495819092,,,,,,,,,,,,,,
1451522729999.89,,,,,,,,,,,,,,52.4929919139311,13.3865670287196,106.145668029785,16.3199996948242,36.7861938476562,10.0,3.0,,,,,,,
46335320.1989583,0.1183319092,-0.3749389648,-0.9686737061,,,,,,,,,,,,,,,,,,,,,,,,
46335331.9992083,,,,,1.0085604101,-0.6857495996,0.0573879257,,,,,,,,,,,,,,,,,,,,
46335.3308912083,,,,,,,,,,,-87.1143035889,-120.4128265381,220.0528717041,,,,,,,,,,,,,,
46335425.2167083,0.0864105225,-0.4254302979,-0.6418457031,,,,,,,,,,,,,,,,,,,,,,,,
46335433.0367917,,,,,-0.2233838217,-1.8536575904,0.0063883908,,,,,,,,,,,,,,,,,,,,
46335.431935625,,,,,,,,,,,-95.0185089111,-124.2808380127,217.6005706787,,,,,,,,,,,,,,
46335529.6895417,0.2809906006,-0.3219604492,-1.4929351807,,,,,,,,,,,,,,,,,,,,,,,,
46335533.8865833,,,,,-1.2535517893,-0.0828701163,-0.3789214841,,,,,,,,,,,,,,,,,,,,
46335.5330854583,,,,,,,,,,,-99.5592041016,-120.4128265381,219.7259063721,,,,,,,,,,,,,,
46335634.06125,0.0289459229,-0.4836273193,-1.0635375977,,,,,,,,,,,,,,,,,,,,,,,,
46335634.1651667,,,,,-0.2331325892,0.3330088532,0.4778683049,,,,,,,,,,,,,,,,,,,,
46335.6341327083,,,,,,,,,,,-100.2319030762,-118.7310791016,225.9383850098,,,,,,,,,,,,,,
46335735.239125,,,,,-0.0642764582,1.4095560375,-0.2294137510,,,,,,,,,,,,,,,,,,,,
46335739.313875,0.0512847900,-0.2934265137,-0.7815856934,,,,,,,,,,,,,,,,,,,,,,,,
46335.7351714583,,,,,,,,,,,-96.1957244873,-119.4037780762,227.5732574463,,,,,,,,,,,,,,
46335836.2432917,,,,,-0.5801347561,1.1857900522,-0.0857497924,,,,,,,,,,,,,,,,,,,,
46335844.4838333,0.1486663818,-0.4587402344,-0.8541107178,,,,,,,,,,,,,,,,,,,,,,,,
46335.8361972083,,,,,,,,,,,-94.1776275635,-112.6768035889,226.2653656006,,,,,,,,,,,,,,
46335937.3532917,,,,,-0.4874088132,-0.9472861334,0.3984371286,,,,,,,,,,,,,,,,,,,,
46335.9372633333,,,,,,,,,,,-92.3277130127,-109.1451416016,221.8512268066,,,,,,,,,,,,,,
46335949.008625,-0.0098114014,-0.4505004883,-0.9911804199,,,,,,,,,,,,,,,,,,,,,,,,
46336038.3779583,,,,,-0.1801260961,-0.6905669917,0.5397045086,,,,,,,,,,,,,,,,,,,,
46336.0383112917,,,,,,,,,,,-93.0004119873,-109.8178405762,221.1972808838,,,,,,,,,,,,,,
46336054.3004167,0.0837554932,-0.2941589355,-1.1650695801,,,,,,,,,,,,,,,,,,,,,,,,
46336138.801875,,,,,-0.1048632995,-0.2691893935,-0.2205044119,,,,,,,,,,,,,,,,,,,,
46336.1386409167,,,,,,,,,,,-90.3096160889,-108.8087921143,221.8512268066,,,,,,,,,,,,,,
46336159.5035,0.0583190918,-0.1243438721,-1.0104980469,,,,,,,,,,,,,,,,,,,,,,,,
46336239.7430417,,,,,-0.1418354323,0.4024358650,0.4288909083,,,,,,,,,,,,,,,,,,,,
46336.2396785,,,,,,,,,,,-89.1324005127,-109.3133239746,223.3226013184,,,,,,,,,,,,,,
46336264.7041667,-0.0554351807,-0.4982147217,-1.0515289307,,,,,,,,,,,,,,,,,,,,,,,,
1451522730999.89,,,,,,,,,,,,,,52.4929470016604,13.3868218294083,106.145668029785,16.7999992370605,37.023193359375,10.0,3.0,,,,,,,
46336340.8204167,,,,,0.3947827389,-1.3044194977,-0.3977564246,,,,,,,,,,,,,,,,,,,,
46336.3407432083,,,,,,,,,,,-94.8503265381,-108.6406250000,218.7449798584,,,,,,,,,,,,,,
46336369.973,-0.2078857422,-0.0504760742,-1.0228271484,,,,,,,,,,,,,,,,,,,,,,,,
46336441.9991667,,,,,0.7036428464,0.2738163696,-1.2557499625,,,,,,,,,,,,,,,,,,,,
46336.441784,,,,,,,,,,,-104.4362640381,-109.4814910889,209.7532196045,,,,,,,,,,,,,,
46336475.2289167,0.4194946289,-0.0412750244,-0.9213104248,,,,,,,,,,,,,,,,,,,,,,,,
46336542.8925833,,,,,0.3283986551,-0.4665677135,0.3901757366,,,,,,,,,,,,,,,,,,,,
46336.5428234167,,,,,,,,,,,-105.6134796143,-113.6858520508,211.2246093750,,,,,,,,,,,,,,
46336580.444125,-0.0375823975,-0.2887878418,-0.9519195557,,,,,,,,,,,,,,,,,,,,,,,,
46336643.702375,,,,,0.1790991812,0.3101674532,-0.2195877519,,,,,,,,,,,,,,,,,,,,
46336.6436657917,,,,,,,,,,,-102.2500000000,-117.7220306396,213.1864471436,,,,,,,,,,,,,,
46336685.676,0.1027069092,0.0440368652,-1.2312164307,,,,,,,,,,,,,,,,,,,,,,,,
46336744.7836667,,,,,0.4419899324,2.3374032255,1.3126800908,,,,,,,,,,,,,,,,,,,,
46336.7447075,,,,,,,,,,,-94.8503265381,-115.7039489746,219.3989257812,,,,,,,,,,,,,,
46336790.8694583,0.1200256348,-0.1301116943,-1.0034637451,,,,,,,,,,,,,,,,,,,,,,,,
46336845.8237083,,,,,-0.1607388160,-0.0531654838,0.8353590654,,,,,,,,,,,,,,,,,,,,
46336.8457484583,,,,,,,,,,,-92.1595458984,-114.3585510254,223.6495819092,,,,,,,,,,,,,,
46336896.0682917,-0.0976867676,-0.4548797607,-0.8889617920,,,,,,,,,,,,,,,,,,,,,,,,
46336946.8939583,,,,,0.3626738046,0.7064189255,-0.7783626244,,,,,,,,,,,,,,,,,,,,
46336.9468175833,,,,,,,,,,,-89.4687500000,-115.7039489746,224.9574737549,,,,,,,,,,,,,,
46337001.1340833,0.5935668945,0.1627349854,-0.8582916260,,,,,,,,,,,,,,,,,,,,,,,,
46337047.8960417,,,,,-0.6334294032,0.3582633435,2.1822197636,,,,,,,,,,,,,,,,,,,,
46337.0478445833,,,,,,,,,,,-87.7870025635,-114.6949005127,233.4587707520,,,,,,,,,,,,,,
46337106.4277917,-0.7494354248,-0.5729522705,-1.3033905029,,,,,,,,,,,,,,,,,,,,,,,,
46337148.656875,,,,,0.9203836790,-0.0577479851,-1.6874254720,,,,,,,,,,,,,,,,,,,,
46337.1486168333,,,,,,,,,,,-89.8050994873,-116.0402984619,237.0554809570,,,,,,,,,,,,,,
46337211.6476667,-0.0240020752,-0.1893005371,-1.1735076904,,,,,,,,,,,,,,,,,,,,,,,,
46337249.7299583,,,,,0.8261338754,-0.0919128798,-0.7815466998,,,,,,,,,,,,,,,,,,,,
46337.2496563333,,,,,,,,,,,-90.8141479492,-116.0402984619,235.0936431885,,,,,,,,,,,,,,
1451522731999.89,,,,,,,,,,,,,,52.4929299666744,13.3869184747164,106.145668029785,13.6800003051758,37.24658203125,10.0,3.0,,,,,,,
46337316.9595,0.3356781006,-0.0842437744,-0.6012573242,,,,,,,,,,,,,,,,,,,,,,,,
46337350.7772083,,,,,-1.1025822471,0.3819164751,-0.2318814361,,,,,,,,,,,,,,,,,,,,
46337.3506984583,,,,,,,,,,,-90.8141479492,-114.3585510254,237.0554809570,,,,,,,,,,,,,,
46337422.2057917,-0.0653533936,-0.2205505371,-1.0802917480,,,,,,,,,,,,,,,,,,,,,,,,
46337451.9295833,,,,,0.3281728190,-0.1783495014,0.9871648402,,,,,,,,,,,,,,,,,,,,
46337.4518465417,,,,,,,,,,,-93.0004119873,-115.5357666016,237.8729095459,,,,,,,,,,,,,,
46337527.47275,-0.2695617676,-0.1995849609,-1.0637054443,,,,,,,,,,,,,,,,,,,,,,,,
46337553.1007917,,,,,-0.4018813948,0.4972494598,-0.7454643292,,,,,,,,,,,,,,,,,,,,
46337.5530019583,,,,,,,,,,,-91.8231964111,-114.0222015381,237.7094268799,,,,,,,,,,,,,,
46337632.3192917,0.1366424561,-0.2328796387,-0.9760742188,,,,,,,,,,,,,,,,,,,,,,,,
46337653.60875,,,,,-0.1741662079,0.0661627752,-0.0012777847,,,,,,,,,,,,,,,,,,,,
46337.653470875,,,,,,,,,,,-89.3005676270,-112.5086364746,238.1998748779,,,,,,,,,,,,,,
46337736.6373333,0.1429443359,-0.1174926758,-1.1798248291,,,,,,,,,,,,,,,,,,,,,,,,
46337754.592375,,,,,0.2752326387,-0.0660834130,-0.1376153872,,,,,,,,,,,,,,,,,,,,
46337.75451225,,,,,,,,,,,-89.4687500000,-114.3585510254,239.3442840576,,,,,,,,,,,,,,
46337841.251,0.0064086914,-0.2359161377,-0.9653167725,,,,,,,,,,,,,,,,,,,,,,,,
46337855.6335,,,,,0.0572262718,0.0241785732,0.0221196834,,,,,,,,,,,,,,,,,,,,
46337.8555552083,,,,,,,,,,,-87.4506530762,-111.6677551270,238.0363922119,,,,,,,,,,,,,,
46337946.519625,0.1820831299,-0.3112335205,-1.0396118164,,,,,,,,,,,,,,,,,,,,,,,,
46337956.68125,,,,,0.0408078837,-0.1426048195,0.3176120537,,,,,,,,,,,,,,,,,,,,
46337.9565959167,,,,,,,,,,,-88.2915344238,-112.5086364746,238.8538208008,,,,,,,,,,,,,,
46338051.73025,-0.0190429688,-0.6002960205,-0.6950683594,,,,,,,,,,,,,,,,,,,,,,,,
46338057.0899583,,,,,0.6008416325,0.2602499607,0.3947774126,,,,,,,,,,,,,,,,,,,,
46338.0570063333,,,,,,,,,,,-88.7960510254,-113.3495025635,235.7475891113,,,,,,,,,,,,,,
46338156.9792917,-0.1627960205,-0.6557464600,-1.0363769531,,,,,,,,,,,,,,,,,,,,,,,,
46338158.1398333,,,,,-0.0380176898,-0.7587705472,-0.4196968772,,,,,,,,,,,,,,,,,,,,
46338.1580538333,,,,,,,,,,,-91.9913635254,-113.5176849365,234.9301452637,,,,,,,,,,,,,,
46338259.1884583,,,,,0.0248081445,-0.1154853175,-0.4115007327,,,,,,,,,,,,,,,,,,,,
46338262.167,-0.0911407471,-0.4364318848,-0.6836700439,,,,,,,,,,,,,,,,,,,,,,,,
46338.2591061667,,,,,,,,,,,-92.3277130127,-115.5357666016,235.2571258545,,,,,,,,,,,,,,
1451522732999.89,,,,,,,,,,,,,,52.4928614747931,13.3871638856079,105.784240722656,12.9899997711182,36.8623657226562,10.0,3.0,,,,,,,
46338360.2368333,,,,,-0.6697914057,0.3971907692,-0.6197905563,,,,,,,,,,,,,,,,,,,,
46338365.9698333,-0.2345275879,-0.2279052734,-1.0267181396,,,,,,,,,,,,,,,,,,,,,,,,
46338.3601500417,,,,,,,,,,,-92.3277130127,-114.1903686523,234.9301452637,,,,,,,,,,,,,,
46338461.0488333,,,,,-0.2010542812,0.0246646001,-0.3036970370,,,,,,,,,,,,,,,,,,,,
46338.4608688333,,,,,,,,,,,-91.1504974365,-116.7129974365,238.3633728027,,,,,,,,,,,,,,
46338471.3350417,-1.1377868652,-0.3630676270,-1.2377319336,,,,,,,,,,,,,,,,,,,,,,,,
46338562.0771667,,,,,0.9803876279,-0.9140176588,-0.0560097398,,,,,,,,,,,,,,,,,,,,
46338.56199975,,,,,,,,,,,-90.6459655762,-120.2446441650,231.6604156494,,,,,,,,,,,,,,
46338575.751,-0.5703125000,-0.0614624023,-0.7290344238,,,,,,,,,,,,,,,,,,,,,,,,
46338663.247125,,,,,0.6517697946,-1.7074825371,-0.3439547116,,,,,,,,,,,,,,,,,,,,
46338.6630475,,,,,,,,,,,-93.0004119873,-129.3260650635,231.0064697266,,,,,,,,,,,,,,
46338680.392875,-1.3220977783,-0.2800140381,-1.1643676758,,,,,,,,,,,,,,,,,,,,,,,,
46338764.154,,,,,0.3019257686,0.6481955661,-0.7992961359,,,,,,,,,,,,,,,,,,,,
46338.764086875,,,,,,,,,,,-88.6278839111,-133.0258941650,231.9873962402,,,,,,,,,,,,,,
46338785.2631667,-0.5157012939,-0.6412200928,-1.1189270020,,,,,,,,,,,,,,,,,,,,,,,,
46338865.3157083,,,,,1.0917367899,1.8170228801,0.5934577520,,,,,,,,,,,,,,,,,,,,
46338.865125,,,,,,,,,,,-85.6007385254,-136.7257385254,238.5268554688,,,,,,,,,,,,,,
46338890.476875,-0.1240081787,-0.4729919434,-0.0911102295,,,,,,,,,,,,,,,,,,,,,,,,
46338966.258125,,,,,-1.2493522506,0.6533612997,-0.7946233534,,,,,,,,,,,,,,,,,,,,
46338.966178375,,,,,,,,,,,-88.1233520508,-136.5575561523,243.9219055176,,,,,,,,,,,,,,
46338995.720375,-0.7135314941,-0.1512451172,-2.0623321533,,,,,,,,,,,,,,,,,,,,,,,,
46339067.294375,,,,,-0.0373793301,-0.4214878531,-1.3898691518,,,,,,,,,,,,,,,,,,,,
