unix_time,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown,
4330216932681,,,,,,,,,,,,,12.901306,15.260315,-44.94171,,,,,,,,,,,,,,,
4330223799136,,,,,,,,,,321.67706,-0.8013808,1.1496228,,,,,,,,,,,,,,,,,,
4330223646548,,,,,,,,,,,,,,,,,,,,,,,1024.387,,,,,,,
4330237074282,0.16769409,0.16641235,9.550934,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330237074282,,,,,,,8.69751E-4,0.0054626465,-1.8310547E-4,,,,,,,,,,,,,,,,,,,,,
4330237074282,,,,,,,,,,,,,13.130188,15.270996,-44.27643,,,,,,,,,,,,,,,
4330243574526,,,,-0.0102336705,0.03128043,0.020014763,,,,,,,,,,,,,,,,,,,,,,,,
4330243574526,,,,,,,,,,321.66473,-0.80921775,1.1422429,,,,,,,,,,,,,,,,,,
4330257215884,0.16304016,0.15414429,9.555115,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330257215884,,,,,,,,,,,,,13.18512,15.106201,-44.007874,,,,,,,,,,,,,,,
4330263380435,,,,-0.031977534,0.014200747,0.051543236,,,,,,,,,,,,,,,,,,,,,,,,
4330257215884,,,,,,,-5.79834E-4,0.0042877197,0.0012969971,,,,,,,,,,,,,,,,,,,,,
4330257215884,,,,,,,,,,,,,,,,,,,,,,,1024.387,,,,,,,
4330263380435,,,,,,,,,,321.6372,-0.8115763,1.1296277,,,,,,,,,,,,,,,,,,
4330277357485,0.1690979,0.13381958,9.594086,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330283155825,,,,-0.012938857,-0.006717935,0.0889492,,,,,,,,,,,,,,,,,,,,,,,,
4330277357485,,,,,,,,,,,,,12.477112,14.631653,-44.470215,,,,,,,,,,,,,,,
4330277357485,,,,,,,-0.001663208,-0.0045928955,4.5776367E-4,,,,,,,,,,,,,,,,,,,,,
4330283155825,,,,,,,,,,321.58405,-0.8082777,1.1292913,,,,,,,,,,,,,,,,,,
4330290785220,,,,,,,,,,,,,,,,,,,,,,,1024.387,,,,,,,
4330297499087,0.1953888,0.13272095,9.605942,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330302931216,,,,0.014186621,5.722046E-4,0.086001396,,,,,,,,,,,,,,,,,,,,,,,,
4330297499087,,,,,,,-4.272461E-4,-0.0038604736,-1.8310547E-4,,,,,,,,,,,,,,,,,,,,,
4330297499087,,,,,,,,,,,,,11.335754,15.287781,-43.83087,,,,,,,,,,,,,,,
4330302931216,,,,,,,,,,321.53574,-0.8071308,1.1375983,,,,,,,,,,,,,,,,,,
4330317640689,0.16783142,0.1098938,9.526276,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330322706606,,,,-0.03215559,-0.031694964,-0.020414352,,,,,,,,,,,,,,,,,,,,,,,,
4330317640689,,,,,,,1.6784668E-4,0.002380371,-9.765625E-4,,,,,,,,,,,,,,,,,,,,,
4330317640689,,,,,,,,,,,,,11.01532,15.611267,-43.51654,,,,,,,,,,,,,,,
4330322706606,,,,,,,,,,321.57043,-0.8008233,1.1300721,,,,,,,,,,,,,,,,,,
4330337782290,0.23353577,0.09591675,9.69632,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330337782290,,,,,,,,,,,,,13.047791,14.842224,-44.26422,,,,,,,,,,,,,,,
4330337782290,,,,,,,0.0025939941,0.0023956299,-0.0020599365,,,,,,,,,,,,,,,,,,,,,
4330342512515,,,,0.0684057,-0.03787127,0.23107624,,,,,,,,,,,,,,,,,,,,,,,,
4330342512515,,,,,,,,,,321.57556,-0.7943523,1.1399165,,,,,,,,,,,,,,,,,,
4330324354556,,,,,,,,,,,,,,,,,,,,,,,1024.387,,,,,,,
4330357923892,0.22825623,0.103500366,9.611511,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330362257388,,,,0.027620137,-0.02504605,0.041625977,,,,,,,,,,,,,,,,,,,,,,,,
4330357923892,,,,,,,-0.0024719238,-0.015625,-0.002319336,,,,,,,,,,,,,,,,,,,,,
4330357923892,,,,,,,,,,,,,13.165283,15.127563,-45.26825,,,,,,,,,,,,,,,
4330362257388,,,,,,,,,,321.4695,-0.78868437,1.1559756,,,,,,,,,,,,,,,,,,
4330378065493,0.34529114,0.18971252,9.511353,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330378065493,,,,,,,,,,,,,13.018799,15.275574,-45.484924,,,,,,,,,,,,,,,
4330378065493,,,,,,,-0.0058135986,-0.029922485,-0.0074310303,,,,,,,,,,,,,,,,,,,,,
4330357923892,,,,,,,,,,,,,,,,,,,,,,,1024.387,,,,,,,
4330382063296,,,,0.17376578,0.07795876,-0.031007767,,,,,,,,,,,,,,,,,,,,,,,,
4330382063296,,,,,,,,,,321.34152,-0.799191,1.221982,,,,,,,,,,,,,,,,,,
4330398207095,0.26235962,0.26332092,9.630539,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330398207095,,,,,,,,,,,,,11.109924,15.548706,-43.876648,,,,,,,,,,,,,,,
4330398207095,,,,,,,-0.02368164,-0.06629944,-0.18136597,,,,,,,,,,,,,,,,,,,,,
4330401838687,,,,0.022830978,0.14012803,0.12896729,,,,,,,,,,,,,,,,,,,,,,,,
4330401838687,,,,,,,,,,321.22412,-0.81145835,1.284468,,,,,,,,,,,,,,,,,,
4330391493228,,,,,,,,,,,,,,,,,,,,,,,1024.3838,,,,,,,
4330418348696,1.8542328,0.9090729,8.504089,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330418348696,,,,,,,-0.0026397705,0.0045166016,-0.3851776,,,,,,,,,,,,,,,,,,,,,
4330418348696,,,,,,,,,,,,,11.376953,14.346313,-43.104553,,,,,,,,,,,,,,,
4330421614077,,,,1.8910578,0.8705047,-1.2144737,,,,,,,,,,,,,,,,,,,,,,,,
4330421614077,,,,,,,,,,321.2388,-0.98986024,1.7087101,,,,,,,,,,,,,,,,,,
4330438490298,-0.6352234,0.2097168,8.9131775,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330438490298,,,,,,,,,,,,,11.515808,14.097595,-43.02368,,,,,,,,,,,,,,,
4330438490298,,,,,,,-0.015930176,-0.010040283,-0.348526,,,,,,,,,,,,,,,,,,,,,
4330425062564,,,,,,,,,,,,,,,,,,,,,,,1024.377,,,,,,,
