unix_time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown
162339058.190375,-0.5132141113,-0.8292083740,-1.3955841064,,,,,,,,,,,,,,,,,,,,,,,,
162339.078545333,,,,,,,,,,,-79.0419464111,17.4901275635,370.1335144043,,,,,,,,,,,,,,
162339096.03025,,,,,-0.0238640539,0.1448911433,-0.1392500355,,,,,,,,,,,,,,,,,,,,
162339158.983292,-0.1160583496,-0.6556701660,-0.3089141846,,,,,,,,,,,,,,,,,,,,,,,,
162339.179598625,,,,,,,,,,,-77.5283660889,17.3219451904,366.7003173828,,,,,,,,,,,,,,
162339193.412083,,,,,0.0073663036,0.4006131975,-0.1345908352,,,,,,,,,,,,,,,,,,,,
162339259.808917,-0.3328857422,-0.7902984619,-1.0488128662,,,,,,,,,,,,,,,,,,,,,,,,
162339.280642958,,,,,,,,,,,-79.3782958984,15.4720306396,369.1525878906,,,,,,,,,,,,,,
162339290.789708,,,,,0.0853899993,0.1004544363,-0.1080218086,,,,,,,,,,,,,,,,,,,,
162339360.632375,-0.2269439697,-0.5806121826,-0.3532867432,,,,,,,,,,,,,,,,,,,,,,,,
162339.381703667,,,,,,,,,,,-78.5374145508,14.6311645508,366.0463562012,,,,,,,,,,,,,,
162339388.1715,,,,,0.1258101267,0.2877351147,-0.1259065332,,,,,,,,,,,,,,,,,,,,
162339461.436667,-0.1044311523,-0.7953491211,-0.8564910889,,,,,,,,,,,,,,,,,,,,,,,,
162339.48276,,,,,,,,,,,-79.3782958984,15.8083801270,368.4986572266,,,,,,,,,,,,,,
162339485.549167,,,,,0.2225358712,0.1281164242,-0.0544728296,,,,,,,,,,,,,,,,,,,,
1451923814999.87,,,,,,,,,,,,,,52.392721592674,13.123568821029,87.9046630859375,5.59000015258789,33.5657348632812,10.0,8.0,,,,,,,
162339562.254458,-0.3851623535,-0.7376251221,-0.7111511230,,,,,,,,,,,,,,,,,,,,,,,,
162339.583890708,,,,,,,,,,,-80.3873291016,15.1356811523,366.2098388672,,,,,,,,,,,,,,
162339582.930958,,,,,0.0623461990,-0.0130039493,-0.1256639192,,,,,,,,,,,,,,,,,,,,
162339663.07275,-0.3463439941,-0.7129669189,-0.7852172852,,,,,,,,,,,,,,,,,,,,,,,,
162339.68493675,,,,,,,,,,,-81.7327270508,15.8083801270,369.1525878906,,,,,,,,,,,,,,
162339680.308625,,,,,-0.3524611145,-0.2349603166,-0.2497174249,,,,,,,,,,,,,,,,,,,,
162339763.885625,-0.3254089355,-0.6446685791,-0.4923706055,,,,,,,,,,,,,,,,,,,,,,,,
162339777.690417,,,,,-0.1111800513,0.0029726204,-0.2321568070,,,,,,,,,,,,,,,,,,,,
162339.78603675,,,,,,,,,,,-81.0600280762,14.4629821777,369.4795532227,,,,,,,,,,,,,,
162339864.605708,-0.2948760986,-0.7373962402,-0.6172180176,,,,,,,,,,,,,,,,,,,,,,,,
162339.887076583,,,,,,,,,,,-81.9009094238,15.6401977539,370.2969970703,,,,,,,,,,,,,,
162339875.068125,,,,,-0.1238654865,0.0524653387,-0.1599614393,,,,,,,,,,,,,,,,,,,,
162339972.449833,,,,,-0.0369324517,0.1315686800,0.0345598415,,,,,,,,,,,,,,,,,,,,
162339965.423458,-0.2021026611,-0.7783508301,-0.6832885742,,,,,,,,,,,,,,,,,,,,,,,,
162339.988117,,,,,,,,,,,-80.2191619873,16.3128967285,368.6621398926,,,,,,,,,,,,,,
162340066.325042,-0.1415100098,-0.6994018555,-0.7107696533,,,,,,,,,,,,,,,,,,,,,,,,
162340069.8275,,,,,-0.1565347499,0.1012318130,-0.0604622789,,,,,,,,,,,,,,,,,,,,
162340.089267833,,,,,,,,,,,-79.8828125000,17.9946441650,368.9891357422,,,,,,,,,,,,,,
162340167.20925,,,,,0.2070828790,0.0342626327,-0.0272401432,,,,,,,,,,,,,,,,,,,,
162340167.134458,-0.1674194336,-0.6860809326,-0.7641601562,,,,,,,,,,,,,,,,,,,,,,,,
162340.190307875,,,,,,,,,,,-81.0600280762,16.8174285889,369.4795532227,,,,,,,,,,,,,,
162340264.586792,,,,,0.0279919536,-0.1100047983,-0.0628615207,,,,,,,,,,,,,,,,,,,,
162340267.827667,-0.2393646240,-0.7365112305,-0.8144073486,,,,,,,,,,,,,,,,,,,,,,,,
162340.291397833,,,,,,,,,,,-81.0600280762,15.8083801270,368.1716918945,,,,,,,,,,,,,,
162340361.96875,,,,,0.1575584690,0.0308894729,-0.2857744955,,,,,,,,,,,,,,,,,,,,
162340368.749042,-0.1783447266,-0.7312927246,-0.5252532959,,,,,,,,,,,,,,,,,,,,,,,,
162340.391584708,,,,,,,,,,,-80.3873291016,14.7993316650,367.8447265625,,,,,,,,,,,,,,
162340459.346333,,,,,-0.1632917222,0.1637894670,-0.0544824169,,,,,,,,,,,,,,,,,,,,
162340469.470625,-0.2420806885,-0.4807586670,-1.0982666016,,,,,,,,,,,,,,,,,,,,,,,,
162340.492022333,,,,,,,,,,,-78.5374145508,16.6492462158,368.9891357422,,,,,,,,,,,,,,
1451923815999.87,,,,,,,,,,,,,,52.3927227183783,13.1236192532378,87.9046630859375,5.32999992370605,33.9799194335938,10.0,8.0,,,,,,,
162340556.728125,,,,,0.1441947267,0.3863663509,-0.1886111937,,,,,,,,,,,,,,,,,,,,
162340570.283,-0.0718383789,-0.2499847412,-0.7172546387,,,,,,,,,,,,,,,,,,,,,,,,
162340.593063917,,,,,,,,,,,-78.3692474365,16.1447296143,367.5177307129,,,,,,,,,,,,,,
162340654.10575,,,,,-0.0828876931,-0.0198796986,-0.0314183766,,,,,,,,,,,,,,,,,,,,
162340671.187375,-0.1894836426,-0.5746307373,-1.0142822266,,,,,,,,,,,,,,,,,,,,,,,,
162340.694119083,,,,,,,,,,,-77.6965484619,16.4810791016,367.5177307129,,,,,,,,,,,,,,
162340751.4875,,,,,-0.0808572991,0.0378664223,-0.0597687917,,,,,,,,,,,,,,,,,,,,
162340771.891667,-0.1299896240,-0.3574371338,-0.9104766846,,,,,,,,,,,,,,,,,,,,,,,,
162340.795163542,,,,,,,,,,,-78.5374145508,17.6582946777,368.3351745605,,,,,,,,,,,,,,
162340848.865167,,,,,-0.1001745381,0.0194527939,-0.0301134277,,,,,,,,,,,,,,,,,,,,
162340872.814583,-0.1506500244,-0.4293212891,-0.9535369873,,,,,,,,,,,,,,,,,,,,,,,,
162340.896215042,,,,,,,,,,,-78.0328979492,17.4901275635,369.4795532227,,,,,,,,,,,,,,
162340946.246917,,,,,-0.1198526354,-0.0681521565,-0.0595823704,,,,,,,,,,,,,,,,,,,,
162340973.656833,-0.0369873047,-0.6341857910,-0.8081817627,,,,,,,,,,,,,,,,,,,,,,,,
162340.997255417,,,,,,,,,,,-79.2101135254,15.9765472412,370.2969970703,,,,,,,,,,,,,,
162341043.624542,,,,,-0.0601693311,-0.3207441975,-0.0234248986,,,,,,,,,,,,,,,,,,,,
162341074.500917,-0.3002319336,-0.9255828857,-0.7297363281,,,,,,,,,,,,,,,,,,,,,,,,
162341.098405542,,,,,,,,,,,-81.0600280762,14.4629821777,370.7874755859,,,,,,,,,,,,,,
162341141.006292,,,,,0.1197924479,0.0089511507,-0.1354566288,,,,,,,,,,,,,,,,,,,,
162341175.292458,-0.2351226807,-0.7426300049,-0.6894073486,,,,,,,,,,,,,,,,,,,,,,,,
162341.199448875,,,,,,,,,,,-81.9009094238,15.9765472412,370.6239624023,,,,,,,,,,,,,,
162341238.383958,,,,,-0.0377170189,0.0378254096,-0.0612119587,,,,,,,,,,,,,,,,,,,,
162341276.173917,-0.2897644043,-0.7789154053,-0.8344116211,,,,,,,,,,,,,,,,,,,,,,,,
162341.300499833,,,,,,,,,,,-80.8918609619,14.9675140381,371.9318847656,,,,,,,,,,,,,,
162341335.765667,,,,,0.0647590230,0.1104620631,-0.1090740235,,,,,,,,,,,,,,,,,,,,
162341376.968042,-0.3040008545,-0.7981567383,-0.7638397217,,,,,,,,,,,,,,,,,,,,,,,,
162341.401539833,,,,,,,,,,,-81.5645599365,14.9675140381,371.6049194336,,,,,,,,,,,,,,
162341433.143292,,,,,0.0707838923,0.0214802584,0.0125815719,,,,,,,,,,,,,,,,,,,,
162341477.671208,-0.2325286865,-0.6670989990,-0.6188659668,,,,,,,,,,,,,,,,,,,,,,,,
162341.502623833,,,,,,,,,,,-81.3963775635,14.4629821777,371.1144409180,,,,,,,,,,,,,,
162341530.524792,,,,,0.0568267977,0.1295726407,-0.1208358745,,,,,,,,,,,,,,,,,,,,
1451923816999.87,,,,,,,,,,,,,,52.392733992203,13.123914721873,85.2852401733398,11.1499996185303,34.5187377929688,10.0,8.0,,,,,,,
162341578.585542,-0.3435821533,-0.5983276367,-1.0357055664,,,,,,,,,,,,,,,,,,,,,,,,
162341.603669958,,,,,,,,,,,-80.0509796143,16.8174285889,372.0953369141,,,,,,,,,,,,,,
162341627.902625,,,,,0.0782119812,0.1697882374,-0.0323052093,,,,,,,,,,,,,,,,,,,,
162341679.397583,-0.2463989258,-0.4824371338,-0.4537506104,,,,,,,,,,,,,,,,,,,,,,,,
162341.704717167,,,,,,,,,,,-81.9009094238,16.9855957031,372.5858154297,,,,,,,,,,,,,,
162341725.28425,,,,,-0.4165386345,0.0963188135,-0.2137165469,,,,,,,,,,,,,,,,,,,,
162341780.223708,-0.2180786133,-0.7717437744,-0.9570617676,,,,,,,,,,,,,,,,,,,,,,,,
162341.80576125,,,,,,,,,,,-79.7146453857,16.4810791016,372.0953369141,,,,,,,,,,,,,,
162341822.661917,,,,,0.1325010527,0.0818735614,0.0701484621,,,,,,,,,,,,,,,,,,,,
162341881.050542,-0.2345581055,-0.5146179199,-0.7956695557,,,,,,,,,,,,,,,,,,,,,,,,
162341.906811958,,,,,,,,,,,-79.0419464111,16.8174285889,370.4605102539,,,,,,,,,,,,,,
162341920.043583,,,,,0.1076236660,0.1561267536,-0.0608545625,,,,,,,,,,,,,,,,,,,,
162341981.876333,-0.1895294189,-0.6219635010,-0.9285888672,,,,,,,,,,,,,,,,,,,,,,,,
162342.007856042,,,,,,,,,,,-77.6965484619,17.4901275635,371.7683715820,,,,,,,,,,,,,,
162342017.421167,,,,,0.0305523167,0.1312823901,-0.0710366263,,,,,,,,,,,,,,,,,,,,
162342082.607042,-0.1537170410,-0.6633300781,-0.7877655029,,,,,,,,,,,,,,,,,,,,,,,,
162342.108886583,,,,,,,,,,,-79.5464630127,16.3128967285,371.2779235840,,,,,,,,,,,,,,
162342114.802833,,,,,-0.0139443115,0.0239894888,-0.0117235014,,,,,,,,,,,,,,,,,,,,
162342183.554583,-0.1478576660,-0.4895935059,-0.9480895996,,,,,,,,,,,,,,,,,,,,,,,,
162342.209931083,,,,,,,,,,,-77.5283660889,15.9765472412,372.2588500977,,,,,,,,,,,,,,
162342212.180292,,,,,0.0710898895,0.1074673384,-0.0015619440,,,,,,,,,,,,,,,,,,,,
162342284.399375,-0.2099761963,-0.2078399658,-0.8956146240,,,,,,,,,,,,,,,,,,,,,,,,
162342.310971875,,,,,,,,,,,-77.5283660889,15.9765472412,368.6621398926,,,,,,,,,,,,,,
162342309.562167,,,,,-0.0580902013,0.2103694861,-0.0834629359,,,,,,,,,,,,,,,,,,,,
162342385.222958,-0.1809692383,-0.4485626221,-0.8671264648,,,,,,,,,,,,,,,,,,,,,,,,
162342.412018,,,,,,,,,,,-77.5283660889,17.3219451904,369.9700317383,,,,,,,,,,,,,,
162342406.93975,,,,,-0.2746214432,-0.0943347584,-0.0669302982,,,,,,,,,,,,,,,,,,,,
162342486.041083,-0.1453552246,-0.3539123535,-0.8632965088,,,,,,,,,,,,,,,,,,,,,,,,
162342504.321417,,,,,0.1615068717,0.1886865611,-0.0493470434,,,,,,,,,,,,,,,,,,,,
162342.513068042,,,,,,,,,,,-77.3601989746,17.1537780762,369.4795532227,,,,,,,,,,,,,,
1451923817999.87,,,,,,,,,,,,,,52.3927456460549,13.1241617287014,85.7573699951172,11.6000003814697,33.8213500976562,10.0,8.0,,,,,,,
162342586.871083,-0.1213226318,-0.3397979736,-0.9843902588,,,,,,,,,,,,,,,,,,,,,,,,
162342.614134917,,,,,,,,,,,-75.8466339111,17.6582946777,370.2969970703,,,,,,,,,,,,,,
162342601.698958,,,,,0.0179632879,0.0479776460,-0.0520893004,,,,,,,,,,,,,,,,,,,,
162342687.669875,-0.1401062012,-0.2971496582,-0.8144378662,,,,,,,,,,,,,,,,,,,,,,,,
162342699.080625,,,,,-0.0025595641,0.1189431659,0.0059806609,,,,,,,,,,,,,,,,,,,,
162342.715165167,,,,,,,,,,,-75.5102844238,17.3219451904,370.2969970703,,,,,,,,,,,,,,
162342788.487792,-0.1499176025,-0.2618865967,-1.0890045166,,,,,,,,,,,,,,,,,,,,,,,,
162342796.458208,,,,,-0.0960216047,0.0584151069,-0.0844866551,,,,,,,,,,,,,,,,,,,,
162342.816209667,,,,,,,,,,,-76.0148010254,17.8264770508,370.1335144043,,,,,,,,,,,,,,
162342893.839875,,,,,0.1336299666,0.0939728349,-0.0137661460,,,,,,,,,,,,,,,,,,,,
162342889.294458,-0.1391601562,-0.1484069824,-0.9063262939,,,,,,,,,,,,,,,,,,,,,,,,
162342.91726675,,,,,,,,,,,-74.1648864746,17.6582946777,370.6239624023,,,,,,,,,,,,,,
162342990.11075,-0.1887054443,-0.2364654541,-1.1184234619,,,,,,,,,,,,,,,,,,,,,,,,
162342991.217417,,,,,-0.0107437245,-0.0360826370,-0.0247719255,,,,,,,,,,,,,,,,,,,,
162343.018312375,,,,,,,,,,,-76.1829833984,16.3128967285,369.9700317383,,,,,,,,,,,,,,
162343088.599083,,,,,-0.0156466040,0.1102460807,-0.0754939590,,,,,,,,,,,,,,,,,,,,
162343090.930625,-0.1647491455,-0.1646881104,-0.9278106689,,,,,,,,,,,,,,,,,,,,,,,,
162343.119414167,,,,,,,,,,,-74.3330535889,17.8264770508,370.1335144043,,,,,,,,,,,,,,
162343185.976667,,,,,0.0370919750,0.1156166114,-0.0297176820,,,,,,,,,,,,,,,,,,,,
162343191.761417,-0.1441955566,-0.1069335938,-0.8919372559,,,,,,,,,,,,,,,,,,,,,,,,
162343.22046725,,,,,,,,,,,-76.1829833984,16.6492462158,369.6430664062,,,,,,,,,,,,,,
162343283.35825,,,,,-0.1329007931,-0.0513065973,-0.0583136405,,,,,,,,,,,,,,,,,,,,
162343292.562333,-0.1591186523,-0.1463470459,-1.2543640137,,,,,,,,,,,,,,,,,,,,,,,,
162343.321511875,,,,,,,,,,,-75.6784515381,17.4901275635,371.4414062500,,,,,,,,,,,,,,
162343380.735833,,,,,-0.0486410394,0.0840355156,-0.0587602526,,,,,,,,,,,,,,,,,,,,
162343393.373542,-0.1596221924,-0.1053924561,-1.1099700928,,,,,,,,,,,,,,,,,,,,,,,,
162343.422558083,,,,,,,,,,,-75.1739349365,18.3309936523,370.6239624023,,,,,,,,,,,,,,
162343478.117417,,,,,0.0960104194,0.1318411213,-0.0856155690,,,,,,,,,,,,,,,,,,,,
162343494.19575,-0.1100616455,-0.0749816895,-1.0017547607,,,,,,,,,,,,,,,,,,,,,,,,
162343.523630208,,,,,,,,,,,-75.8466339111,17.9946441650,371.2779235840,,,,,,,,,,,,,,
1451923818999.87,,,,,,,,,,,,,,52.3927533929095,13.1243328570417,85.7573699951172,13.1300001144409,32.8385009765625,10.0,8.0,,,,,,,
162343575.495,,,,,-0.0155509966,0.0145770785,-0.0022631543,,,,,,,,,,,,,,,,,,,,
162343594.972458,-0.1694946289,-0.0583343506,-0.9956817627,,,,,,,,,,,,,,,,,,,,,,,,
162343.624673417,,,,,,,,,,,-76.6875000000,15.8083801270,371.1144409180,,,,,,,,,,,,,,
162343672.876625,,,,,0.0073524551,0.0908446858,-0.0957347822,,,,,,,,,,,,,,,,,,,,
162343695.778208,-0.1764068604,-0.1870880127,-1.0833129883,,,,,,,,,,,,,,,,,,,,,,,,
162343.72571625,,,,,,,,,,,-76.6875000000,16.8174285889,370.4605102539,,,,,,,,,,,,,,
162343770.254125,,,,,0.3943246752,0.7610531426,-0.2762273293,,,,,,,,,,,,,,,,,,,,
162343796.606708,-0.0952301025,-0.1216735840,-0.8308715820,,,,,,,,,,,,,,,,,,,,,,,,
162343.826755875,,,,,,,,,,,-75.5102844238,15.3038635254,371.6049194336,,,,,,,,,,,,,,
162343867.63575,,,,,-0.0492977749,-0.0137080891,-0.0458018434,,,,,,,,,,,,,,,,,,,,
162343897.432375,-0.1153717041,-0.1693267822,-0.9065551758,,,,,,,,,,,,,,,,,,,,,,,,
162343.92779775,,,,,,,,,,,-78.0328979492,16.1447296143,368.8256225586,,,,,,,,,,,,,,
162343965.013208,,,,,-0.3039894521,-0.1415643225,-0.1140498737,,,,,,,,,,,,,,,,,,,,
162343998.250458,-0.0349731445,-0.2680053711,-1.0500335693,,,,,,,,,,,,,,,,,,,,,,,,
162344.028841375,,,,,,,,,,,-77.1920166016,19.3400421143,369.6430664062,,,,,,,,,,,,,,
162344062.394833,,,,,-0.0795595407,0.3099184476,-0.0962865892,,,,,,,,,,,,,,,,,,,,
162344098.961958,0.0619812012,-0.2793273926,-0.9670104980,,,,,,,,,,,,,,,,,,,,,,,,
162344.129891833,,,,,,,,,,,-72.4831390381,19.3400421143,366.7003173828,,,,,,,,,,,,,,
162344159.772333,,,,,0.0047596015,1.0004207245,-0.2607540971,,,,,,,,,,,,,,,,,,,,
162344199.864042,0.5456237793,-0.2316741943,-1.2253875732,,,,,,,,,,,,,,,,,,,,,,,,
162344.230931417,,,,,,,,,,,-64.7471160889,26.0670166016,361.4687500000,,,,,,,,,,,,,,
162344257.153792,,,,,0.7406410781,0.8633765854,0.7487804974,,,,,,,,,,,,,,,,,,,,
162344300.5575,0.8790283203,-0.1123504639,-1.1131439209,,,,,,,,,,,,,,,,,,,,,,,,
162344.331963792,,,,,,,,,,,-52.6385650635,27.0760650635,353.2944030762,,,,,,,,,,,,,,
162344354.531208,,,,,-0.3739565529,0.2428033261,0.2092094131,,,,,,,,,,,,,,,,,,,,
162344401.467125,0.8050994873,-0.0246582031,-1.1329040527,,,,,,,,,,,,,,,,,,,,,,,,
162344.433009625,,,,,,,,,,,-49.1069183350,27.2442321777,349.8612060547,,,,,,,,,,,,,,
162344451.913,,,,,0.2243518808,0.4740855509,0.5129836818,,,,,,,,,,,,,,,,,,,,
162344502.248833,0.7778625488,-0.1279449463,-1.2185974121,,,,,,,,,,,,,,,,,,,,,,,,
1451923819999.87,,,,,,,,,,,,,,52.3927597515152,13.1244781455462,86.8779907226562,12.6800003051758,32.5730590820312,10.0,8.0,,,,,,,
162344.534052458,,,,,,,,,,,-46.7524719238,33.2985076904,349.5342102051,,,,,,,,,,,,,,
162344549.290458,,,,,-0.3897688056,-0.1951873373,0.6062118968,,,,,,,,,,,,,,,,,,,,
162344603.053333,0.4876556396,0.0528106689,-1.0751647949,,,,,,,,,,,,,,,,,,,,,,,,
162344.635098,,,,,,,,,,,-47.5933380127,30.7758941650,347.7358703613,,,,,,,,,,,,,,
162344646.672,,,,,-0.2134981677,0.1659413012,0.6005867680,,,,,,,,,,,,,,,,,,,,
162344703.763083,0.4826202393,0.0735931396,-1.3460235596,,,,,,,,,,,,,,,,,,,,,,,,
162344.736143833,,,,,,,,,,,-44.2298583984,37.1665191650,348.7167968750,,,,,,,,,,,,,,
162344744.049458,,,,,-0.1232074194,0.4588277684,0.3318897929,,,,,,,,,,,,,,,,,,,,
162344804.66625,0.6270904541,0.0497589111,-1.4927368164,,,,,,,,,,,,,,,,,,,,,,,,
162344.837183583,,,,,,,,,,,-41.8754119873,39.1846160889,350.0246582031,,,,,,,,,,,,,,
162344841.431083,,,,,0.2700471977,0.8934122488,0.4278091322,,,,,,,,,,,,,,,,,,,,
162344905.468042,0.5774688721,0.1926879883,-1.1210479736,,,,,,,,,,,,,,,,,,,,,,,,
162344.938234792,,,,,,,,,,,-43.7253265381,41.7072296143,349.2072448730,,,,,,,,,,,,,,
162344938.808458,,,,,-0.0505039206,-0.1963708461,0.5580624769,,,,,,,,,,,,,,,,,,,,
162345006.278625,0.5071258545,0.0538177490,-0.9773712158,,,,,,,,,,,,,,,,,,,,,,,,
162345036.19,,,,,-0.2051358419,0.7166531872,0.3206890700,,,,,,,,,,,,,,,,,,,,
162345.039279333,,,,,,,,,,,-41.5390625000,44.2298431396,351.3325805664,,,,,,,,,,,,,,
162345107.083375,0.7043457031,0.1754150391,-1.1598968506,,,,,,,,,,,,,,,,,,,,,,,,
162345.14032325,,,,,,,,,,,-37.1665344238,51.9658660889,355.9101867676,,,,,,,,,,,,,,
162345133.567458,,,,,-0.6248622803,1.3858453817,0.2266326119,,,,,,,,,,,,,,,,,,,,
162345207.868625,0.6491851807,0.1013488770,-1.1598968506,,,,,,,,,,,,,,,,,,,,,,,,
162345230.949,,,,,-0.2406882435,0.5651840360,0.7404024589,,,,,,,,,,,,,,,,,,,,
162345.241363417,,,,,,,,,,,-36.1574859619,52.9748992920,358.8529663086,,,,,,,,,,,,,,
162345308.545417,0.8004608154,0.1128082275,-1.1835937500,,,,,,,,,,,,,,,,,,,,,,,,
162345328.326333,,,,,0.1696420299,0.4835160707,0.8726126944,,,,,,,,,,,,,,,,,,,,
162345.342404292,,,,,,,,,,,-36.1574859619,53.3112487793,353.9483642578,,,,,,,,,,,,,,
162345409.4445,0.6163330078,-0.0067901611,-0.8027038574,,,,,,,,,,,,,,,,,,,,,,,,
162345425.707917,,,,,0.0024032366,0.3537807108,0.9385685419,,,,,,,,,,,,,,,,,,,,
162345.443446292,,,,,,,,,,,-35.6529693604,51.4613342285,355.7467041016,,,,,,,,,,,,,,
162345510.1365,0.6615447998,0.0751953125,-1.0598602295,,,,,,,,,,,,,,,,,,,,,,,,
1451923820999.87,,,,,,,,,,,,,,52.3927639166573,13.1246032795025,86.8779907226562,12.7200002670288,32.4365234375,10.0,8.0,,,,,,,
162345523.085292,,,,,-0.1983999086,0.2840048250,0.6951018224,,,,,,,,,,,,,,,,,,,,
162345.544492333,,,,,,,,,,,-38.6800994873,52.8067321777,355.7467041016,,,,,,,,,,,,,,
162345611.056458,0.5219116211,-0.0339050293,-1.1238250732,,,,,,,,,,,,,,,,,,,,,,,,
162345620.466792,,,,,0.0013078784,-0.1189024195,0.5424206666,,,,,,,,,,,,,,,,,,,,
162345.645532708,,,,,,,,,,,-42.5481109619,54.6566467285,352.9674377441,,,,,,,,,,,,,,
162345711.855083,0.2033691406,-0.2452392578,-0.9953765869,,,,,,,,,,,,,,,,,,,,,,,,
162345717.844125,,,,,0.2733684259,0.4876700693,0.5895160073,,,,,,,,,,,,,,,,,,,,
162345.746578125,,,,,,,,,,,-48.4342193604,51.4613342285,351.8230285645,,,,,,,,,,,,,,
162345815.225667,,,,,0.2899527289,-0.0676632001,0.6837042919,,,,,,,,,,,,,,,,,,,,
162345812.649292,0.3637084961,-0.0854492188,-1.3190155029,,,,,,,,,,,,,,,,,,,,,,,,
162345.847619333,,,,,,,,,,,-50.7886505127,47.4251556396,344.3026428223,,,,,,,,,,,,,,
162345913.440083,-0.1760406494,-0.0366058350,-0.8279113770,,,,,,,,,,,,,,,,,,,,,,,,
162345912.603,,,,,1.2527682873,0.4236229093,0.8069287555,,,,,,,,,,,,,,,,,,,,
162345.94865925,,,,,,,,,,,-48.0978698730,37.3346862793,334.8204345703,,,,,,,,,,,,,,
162346009.9845,,,,,-0.2656564440,1.2931468695,0.5246118421,,,,,,,,,,,,,,,,,,,,
162346014.246417,-0.0085296631,0.0350646973,-1.0866546631,,,,,,,,,,,,,,,,,,,,,,,,
162346.049698958,,,,,,,,,,,-44.7343750000,42.7162780762,340.0520019531,,,,,,,,,,,,,,
162346107.361833,,,,,-0.7213688466,0.2258818668,0.4157719104,,,,,,,,,,,,,,,,,,,,
162346115.040333,0.4705200195,-0.3351593018,-1.4279327393,,,,,,,,,,,,,,,,,,,,,,,,
162346.1505735,,,,,,,,,,,-50.1159515381,41.7072296143,342.6677856445,,,,,,,,,,,,,,
162346204.743292,,,,,0.4884080313,-0.0464993253,0.7486974067,,,,,,,,,,,,,,,,,,,,
162346215.824542,0.0202789307,-0.3298950195,-1.2799835205,,,,,,,,,,,,,,,,,,,,,,,,
162346.251000125,,,,,,,,,,,-55.8338775635,30.6077270508,341.0328979492,,,,,,,,,,,,,,
162346302.120625,,,,,-0.1795103733,0.2459610362,0.6571491137,,,,,,,,,,,,,,,,,,,,
162346316.638042,-0.1890106201,-0.2540893555,-1.1633453369,,,,,,,,,,,,,,,,,,,,,,,,
162346.352046792,,,,,,,,,,,-60.7109375000,22.7035217285,340.2154846191,,,,,,,,,,,,,,
162346399.502042,,,,,0.2751016111,0.1264567423,0.2595889641,,,,,,,,,,,,,,,,,,,,
162346417.440292,-0.3711242676,-0.2455139160,-0.8504486084,,,,,,,,,,,,,,,,,,,,,,,,
162346.453087958,,,,,,,,,,,-63.5699005127,15.4720306396,338.7441101074,,,,,,,,,,,,,,
162346496.879375,,,,,1.0064778181,-0.1558891997,0.3176650506,,,,,,,,,,,,,,,,,,,,
1451923821999.87,,,,,,,,,,,,,,52.3927579277988,13.1244558387974,26.71875,7.3899998664856,33.1796875,5.0,8.0,,,,,,,
162346518.131333,-0.3727722168,-0.3222198486,-0.8666839600,,,,,,,,,,,,,,,,,,,,,,,,
162346.554134167,,,,,,,,,,,-66.4288635254,9.9222717285,335.3108825684,,,,,,,,,,,,,,
162346594.260792,,,,,0.1623540232,0.0243074702,-0.4299966528,,,,,,,,,,,,,,,,,,,,
162346619.036375,-0.0252838135,-0.2334594727,-0.9400177002,,,,,,,,,,,,,,,,,,,,,,,,
162346.65517975,,,,,,,,,,,-67.9424285889,11.4358520508,336.7822875977,,,,,,,,,,,,,,
162346691.638042,,,,,1.0246949052,-0.1101126563,0.5031323826,,,,,,,,,,,,,,,,,,,,
162346719.825,-0.2429046631,-0.2559661865,-0.6197814941,,,,,,,,,,,,,,,,,,,,,,,,
162346.756218,,,,,,,,,,,-67.7742614746,7.9041900635,335.6378784180,,,,,,,,,,,,,,
162346789.0195,,,,,-1.6801475854,1.0722768055,-0.9241872057,,,,,,,,,,,,,,,,,,,,
162346820.610417,0.0489654541,-0.4210052490,-1.5156250000,,,,,,,,,,,,,,,,,,,,,,,,
162346.85725825,,,,,,,,,,,-65.5879974365,14.1266326904,338.0901489258,,,,,,,,,,,,,,
162346886.396708,,,,,0.3232520963,0.6350440777,0.2063523739,,,,,,,,,,,,,,,,,,,,
162346921.409625,-0.1894989014,-0.6383972168,-1.0420532227,,,,,,,,,,,,,,,,,,,,,,,,
162346.95830725,,,,,,,,,,,-61.8881530762,11.7722015381,335.8013305664,,,,,,,,,,,,,,
162346983.778083,,,,,0.7324428030,0.8678397771,-0.2392232386,,,,,,,,,,,,,,,,,,,,
162347022.114583,0.5208740234,-0.8342742920,-0.4375762939,,,,,,,,,,,,,,,,,,,,,,,,
162347.059351208,,,,,,,,,,,-65.4198150635,8.2405395508,333.6760253906,,,,,,,,,,,,,,
162347081.155333,,,,,1.0509044051,-1.0011134127,0.5722845561,,,,,,,,,,,,,,,,,,,,
162347123.003375,0.1183166504,-0.7312622070,-0.2682189941,,,,,,,,,,,,,,,,,,,,,,,,
162347.160395667,,,,,,,,,,,-68.1106109619,3.1952972412,332.3681335449,,,,,,,,,,,,,,
162347178.53675,,,,,-0.7043563072,0.8111402785,-0.8415804761,,,,,,,,,,,,,,,,,,,,
162347223.821458,0.1927947998,-0.5625457764,-0.6767272949,,,,,,,,,,,,,,,,,,,,,,,,
